"","OTU","Sample","Abundance","sample_Sample","Description","Site","Sample.Type","Mat","X..Organic.Matter","X..Organic.Carbon","X..Nitrogen","is.neg","Kingdom","Phylum","Class","Order","Family","Genus","Species","V8"
"912","sq79","E7",0.00402783574194675,"E7","TM3 26N1","TM","Internal",26,1.910828025,NA,0.056,FALSE,"Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae",NA,NA,NA
"913","sq637","E11",0.00402339375337011,"E11","TM3 28N1","TM","Internal",28,1.477155617,2.427,0.039,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA,NA,NA
"914","sq208","E5",0.0040215247323771,"E5","TM2 23N1","TM","Internal",23,1.041089822,0.484,0,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae",NA,NA,NA
"915","sq159","D8",0.00401401549222033,"D8","SB4 3E1","SB","External",3,0.797997922,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","BD2-7",NA,NA,NA
"916","sq323","E3",0.00400123982078954,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae",NA,NA,NA
"917","sq352","D7",0.00399790525092284,"D7","SB4 3N1","SB","Internal",3,0.947464318,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA
"918","sq350","D2",0.00399528636921289,"D2","SB3 1E2","SB","External",1,0.994590822,NA,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae",NA,NA,NA
"919","sq65","D10",0.00399367532234665,"D10","SB4 4E1","SB","External",4,0.947375251,0.459,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae",NA,NA,NA
"920","sq352","D8",0.00398716589026568,"D8","SB4 3E1","SB","External",3,0.797997922,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA
"921","sq989","E2",0.00397529203106844,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae",NA,NA,NA
"922","sq1459","D8",0.00397374108928835,"D8","SB4 3E1","SB","External",3,0.797997922,NA,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,NA,NA
"923","sq350","D8",0.00397374108928835,"D8","SB4 3E1","SB","External",3,0.797997922,NA,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae",NA,NA,NA
"924","sq83","D3",0.00395823380877636,"D3","SB3 2N1","SB","Internal",2,0.775372332,0.11,NA,FALSE,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA,NA,NA
"925","sq880","D11",0.00395486448331448,"D11","SB4 5N1","SB","Internal",5,1.132759402,0.701,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae",NA,NA,NA
"926","sq183","E1",0.0039541780543118,"E1","TM2 21N1","TM","Internal",21,0.632675847,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA,NA,NA
"927","sq223","E4",0.00394552872000153,"E4","TM2 22E1","TM","External",22,1.31061599,0.595,NA,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA,NA,NA
"928","sq350","D6",0.00393562794796559,"D6","SB3 3E1","SB","External",3,0.711169545,0.121,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae",NA,NA,NA
"929","sq1473","E12",0.00392315749945649,"E12","TM3 28E1","TM","External",28,1.516085295,1.023,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",NA,NA,NA
"930","sq1373","E2",0.00391413369212892,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA
"931","sq610","D7",0.00389572236911011,"D7","SB4 3N1","SB","Internal",3,0.947464318,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae",NA,NA,NA
"932","sq97","D11",0.00389479059242869,"D11","SB4 5N1","SB","Internal",5,1.132759402,0.701,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,NA,NA
"933","sq637","E4",0.00388806956388501,"E4","TM2 22E1","TM","External",22,1.31061599,0.595,NA,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA,NA,NA
"934","sq309","D11",0.00388477827728106,"D11","SB4 5N1","SB","Internal",5,1.132759402,0.701,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA,NA,NA
"935","sq296","E9",0.00388430957764972,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Hahellaceae",NA,NA,NA
"936","sq278","E10",0.00387613088624725,"E10","TM3 27E1","TM","External",27,0.830019021,0.233,NA,FALSE,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Clostridium sensu stricto",NA,NA,NA
"937","sq349","D9",0.00387495503744155,"D9","SB4 4N1","SB","Internal",4,1.337102689,1.856,NA,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA,NA
"938","sq1367","D5",0.00387335336260689,"D5","SB3 3N1","SB","Internal",3,0.456230396,0,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA,NA,NA
"939","sq583","E5",0.00386832379019131,"E5","TM2 23N1","TM","Internal",23,1.041089822,0.484,0,FALSE,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae",NA,NA,NA
"940","sq747","E6",0.00385419526514752,"E6","TM2 23E1","TM","External",23,1.016192071,0.102,0,FALSE,"Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae",NA,NA,NA
"941","sq98","D2",0.00385000322851424,"D2","SB3 1E2","SB","External",1,0.994590822,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1",NA,NA,NA
"942","sq170","E5",0.00384917367241809,"E5","TM2 23N1","TM","Internal",23,1.041089822,0.484,0,FALSE,"Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae",NA,NA,NA
"943","sq389","E5",0.00384917367241809,"E5","TM2 23N1","TM","Internal",23,1.041089822,0.484,0,FALSE,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae",NA,NA,NA
"944","sq389","E1",0.00383787869977322,"E1","TM2 21N1","TM","Internal",21,0.632675847,NA,0,FALSE,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae",NA,NA,NA
"945","sq83","E7",0.0038337231760698,"E7","TM3 26N1","TM","Internal",26,1.910828025,NA,0.056,FALSE,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA,NA,NA
"946","sq11","E9",0.00382960099204902,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae",NA,NA,NA
"947","sq1818","E2",0.0038285120176136,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA,NA
"948","sq37","E9",0.0038204828944489,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae",NA,NA,NA
"949","sq208","E12",0.00381445540249422,"E12","TM3 28E1","TM","External",28,1.516085295,1.023,0,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae",NA,NA,NA
"950","sq405","E1",0.00380880386113857,"E1","TM2 21N1","TM","Internal",21,0.632675847,NA,0,FALSE,"Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae",NA,NA,NA
"951","sq600","E6",0.00380139806973454,"E6","TM2 23E1","TM","External",23,1.016192071,0.102,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae",NA,NA,NA
"952","sq14","D5",0.00379939912179339,"D5","SB3 3N1","SB","Internal",3,0.456230396,0,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae",NA,NA,NA
"953","sq614","E9",0.00379312860164855,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA,NA
"954","sq959","E2",0.00379181701424989,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae",NA,NA,NA
"955","sq1794","E6",0.00378027919156934,"E6","TM2 23E1","TM","External",23,1.016192071,0.102,0,FALSE,"Bacteria","Desulfobacterota","Desulfarculia","Desulfarculales","Desulfarculaceae",NA,NA,NA
"956","sq2280","E9",0.00377489240644832,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae",NA,NA,NA
"957","sq19","D10",0.00377361566172755,"D10","SB4 4E1","SB","External",4,0.947375251,0.459,NA,FALSE,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",NA,NA,NA
"958","sq52","E8",0.00376979437485228,"E8","TM3 26E1","TM","External",26,1.169004676,NA,0.034,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA,NA,NA
"959","sq199","E6",0.00376971975248675,"E6","TM2 23E1","TM","External",23,1.016192071,0.102,0,FALSE,"Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae",NA,NA,NA
"960","sq210","E2",0.00376735367867409,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae",NA,NA,NA
"961","sq329","E3",0.00376642527731598,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae",NA,NA,NA
"962","sq630","D11",0.00376463049550948,"D11","SB4 5N1","SB","Internal",5,1.132759402,0.701,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae",NA,NA,NA
"963","sq309","E3",0.00375703269557703,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA,NA,NA
"964","sq343","D6",0.00375537017935648,"D6","SB3 3E1","SB","External",3,0.711169545,0.121,0,FALSE,"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae",NA,NA,NA
"965","sq614","D7",0.00375522090661762,"D7","SB4 3N1","SB","Internal",3,0.947464318,NA,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA,NA
"966","sq349","E3",0.00374764011383809,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA,NA
"967","sq418","E3",0.00373824753209915,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group",NA,NA,NA
"968","sq350","D9",0.0037278048461463,"D9","SB4 4N1","SB","Internal",4,1.337102689,1.856,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae",NA,NA,NA
"969","sq261","E3",0.00371946236862126,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae",NA,NA,NA
"970","sq243","D11",0.00371456891977132,"D11","SB4 5N1","SB","Internal",5,1.132759402,0.701,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae",NA,NA,NA
"971","sq170","E3",0.00370067720514338,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae",NA,NA,NA
"972","sq83","D5",0.00368846776057315,"D5","SB3 3N1","SB","Internal",3,0.456230396,0,0,FALSE,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA,NA,NA
"973","sq418","D5",0.00367922348047146,"D5","SB3 3N1","SB","Internal",3,0.456230396,0,0,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group",NA,NA,NA
"974","sq83","D2",0.00367243494543811,"D2","SB3 1E2","SB","External",1,0.994590822,NA,0,FALSE,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA,NA,NA
"975","sq349","E11",0.00367082832137376,"E11","TM3 28N1","TM","Internal",28,1.477155617,2.427,0.039,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA,NA
"976","sq349","E2",0.00366950033637086,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA,NA
"977","sq208","E10",0.00366728762728997,"E10","TM3 27E1","TM","External",27,0.830019021,0.233,NA,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae",NA,NA,NA
"978","sq349","E1",0.00366342966796534,"E1","TM2 21N1","TM","Internal",21,0.632675847,NA,0,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA,NA
"979","sq329","E2",0.00365726866858296,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae",NA,NA,NA
"980","sq269","E9",0.0036563571376468,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Sva1033",NA,NA,NA
"981","sq807","E12",0.00365634326145819,"E12","TM3 28E1","TM","External",28,1.516085295,1.023,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae",NA,NA,NA
"982","sq171","D9",0.00365422975049868,"D9","SB4 4N1","SB","Internal",4,1.337102689,1.856,NA,FALSE,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","MAT-CR-H6-H10",NA,NA,NA
"983","sq309","E2",0.00364503700079506,"E2","TM2 21E1","TM","External",21,3.767123288,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA,NA,NA
"984","sq243","D10",0.00363505957911552,"D10","SB4 4E1","SB","External",4,0.947375251,0.459,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae",NA,NA,NA
"985","sq350","D1",0.00363348303719901,"D1","SB3 1N1 ","SB","Internal",1,1.016765819,NA,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae",NA,NA,NA
"986","sq159","D12",0.00363101423217476,"D12","SB4 5E1","SB","External",5,0.897520783,0.4,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","BD2-7",NA,NA,NA
"987","sq747","E11",0.00362935003525654,"E11","TM3 28N1","TM","Internal",28,1.477155617,2.427,0.039,FALSE,"Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae",NA,NA,NA
"988","sq35","D10",0.00362690922131482,"D10","SB4 4E1","SB","External",4,0.947375251,0.459,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae",NA,NA,NA
"989","sq1636","D8",0.00362469626387789,"D8","SB4 3E1","SB","External",3,0.797997922,NA,0,FALSE,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA,NA
"990","sq19","D12",0.00361933894525458,"D12","SB4 5E1","SB","External",5,0.897520783,0.4,0,FALSE,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",NA,NA,NA
"991","sq171","D11",0.003614445768295,"D11","SB4 5N1","SB","Internal",5,1.132759402,0.701,0,FALSE,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","MAT-CR-H6-H10",NA,NA,NA
"992","sq45","E6",0.00361132816624781,"E6","TM2 23E1","TM","External",23,1.016192071,0.102,0,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Geopsychrobacteraceae",NA,NA,NA
"993","sq165","E1",0.00360527999069605,"E1","TM2 21N1","TM","Internal",21,0.632675847,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae",NA,NA,NA
"994","sq349","D6",0.00360515537218222,"D6","SB3 3E1","SB","External",3,0.711169545,0.121,0,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA,NA
"995","sq170","E7",0.00360078809701746,"E7","TM3 26N1","TM","Internal",26,1.910828025,NA,0.056,FALSE,"Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae",NA,NA,NA
"996","sq747","E12",0.00359705120856968,"E12","TM3 28E1","TM","External",28,1.516085295,1.023,0,FALSE,"Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae",NA,NA,NA
"997","sq343","D4",0.00359585620380324,"D4","SB3 2E1","SB","External",2,0.652985075,0.136,NA,FALSE,"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae",NA,NA,NA
"998","sq125","E9",0.00359253045444598,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA,NA,NA
"999","sq1636","D9",0.00358882966547856,"D9","SB4 4N1","SB","Internal",4,1.337102689,1.856,NA,FALSE,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA,NA
"1000","sq484","E12",0.00358716919975493,"E12","TM3 28E1","TM","External",28,1.516085295,1.023,0,FALSE,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae",NA,NA,NA
"1001","sq49","D3",0.00358288405104757,"D3","SB3 2N1","SB","Internal",2,0.775372332,0.11,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae",NA,NA,NA
"1002","sq159","E7",0.00358137684042977,"E7","TM3 26N1","TM","Internal",26,1.910828025,NA,0.056,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","BD2-7",NA,NA,NA
"1003","sq389","E3",0.00357857364253712,"E3","TM2 22N1","TM","Internal",22,1.027042307,1.612,NA,FALSE,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae",NA,NA,NA
"1004","sq359","E9",0.00357429425924575,"E9","TM3 27N1","TM","Internal",27,1.647954829,2.235,NA,FALSE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,NA
"1005","sq269","E12",0.00356740518212542,"E12","TM3 28E1","TM","External",28,1.516085295,1.023,0,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Sva1033",NA,NA,NA
"1006","sq466","E8",0.00355707870479792,"E8","TM3 26E1","TM","External",26,1.169004676,NA,0.034,FALSE,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA,NA,NA
"1007","sq267","E5",0.0035427717880465,"E5","TM2 23N1","TM","Internal",23,1.041089822,0.484,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,NA,NA
"1008","sq637","E6",0.00353741209266964,"E6","TM2 23E1","TM","External",23,1.016192071,0.102,0,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA,NA,NA
"1009","sq11","E4",0.00353373810116642,"E4","TM2 22E1","TM","External",22,1.31061599,0.595,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae",NA,NA,NA
"1010","sq1473","D5",0.00352207071874278,"D5","SB3 3N1","SB","Internal",3,0.456230396,0,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",NA,NA,NA
"1011","sq446","E8",0.00352162609312219,"E8","TM3 26E1","TM","External",26,1.169004676,NA,0.034,FALSE,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA,NA,NA
"1012","sq223","E1",0.00351805547479212,"E1","TM2 21N1","TM","Internal",21,0.632675847,NA,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA,NA,NA
"1013","sq37","D8",0.00351729785605928,"D8","SB4 3E1","SB","External",3,0.797997922,NA,0,FALSE,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae",NA,NA,NA
"1014","sq807","D1",0.00349599989525094,"D1","SB3 1N1 ","SB","Internal",1,1.016765819,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae",NA,NA,NA
"1015","sq296","E4",0.00349543199708874,"E4","TM2 22E1","TM","External",22,1.31061599,0.595,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Hahellaceae",NA,NA,NA
"1016","sq11","D11",0.00348428567137579,"D11","SB4 5N1","SB","Internal",5,1.132759402,0.701,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae",NA,NA,NA
"1017","sq223","E5",0.0034661713169536,"E5","TM2 23N1","TM","Internal",23,1.041089822,0.484,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA,NA,NA
"1018","sq321","D1",0.00345671899755149,"D1","SB3 1N1 ","SB","Internal",1,1.016765819,NA,0,FALSE,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA,NA
"1019","sq309","D10",0.00345575170749996,"D10","SB4 4E1","SB","External",4,0.947375251,0.459,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA,NA,NA
"1020","sq610","D10",0.00345575170749996,"D10","SB4 4E1","SB","External",4,0.947375251,0.459,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae",NA,NA,NA
"1021","sq1636","D7",0.00344867226117945,"D7","SB4 3N1","SB","Internal",3,0.947464318,NA,0,FALSE,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA,NA
